HR,footGSR,handGSR,stress
96.34042553,2.598914894,19.82734043,0
68.44680851,2.711978723,20.97478723,0
73.70212766,2.666617021,22.0256383,0
90.5106383,2.664170213,23.08734043,0.042553191
112.106383,2.794510638,24.32655319,0.085106383
104.5744681,2.763914894,25.57440426,0
116.3404255,2.950787234,27.2792766,0.510638298
103.3617021,3.171765957,27.15655319,0.574468085
98.93617021,3.664361702,27.17946809,1
71.46808511,3.808659574,25.87946809,1
83.76595745,3.739021277,25.51223404,1
90.30434783,3.399782609,24.13604348,1
90.65909091,3.176886364,23.17540909,1
90.43181818,2.960454545,21.82559091,0.522727273
86.70454545,2.797,20.76118182,0
89.65909091,2.666568182,19.79893182,0
94.06818182,2.564272727,19.03995455,0
86.22727273,2.483340909,18.51252273,0
81.86363636,2.426522727,18.27740909,0
84.20454545,2.362727273,18.0735,0
82.63636364,2.305795455,17.86590909,0
80.06818182,2.24775,17.38013636,0
79.15909091,2.199704545,16.78306818,0
80.84090909,2.156159091,16.27845455,0
82.77272727,2.137363636,17.10004545,0
101.6444444,2.1072,17.15126667,0
95.25531915,2.067638298,16.60193617,0
93.14893617,2.031042553,15.98534043,0
89.25,1.995181818,15.39593182,0
83.5,1.964522727,15.07886364,0
88.5,1.937954545,14.88663636,0
85.43181818,1.910795455,14.74015909,0
84.06818182,1.884181818,14.8595,0
81.34090909,1.869454545,16.25120455,0
82.61363636,1.846727273,16.18847727,0
82.97619048,1.820404762,15.63733333,0
78.92857143,1.797785714,15.03580952,0
82.54545455,1.774727273,14.54465909,0
87.97777778,1.762177778,15.30613333,0
81.15047826,1.820695652,15.96705714,0.239130435
71.45729268,1.777609756,11.806,0.87804878
78.55787179,1.694871795,11.0902,0.871794872
85.37730769,1.658128205,11.6346,0.820512821
88.941,1.531076923,11.5044,0.205128205
71.40433333,1.427615385,10.9454,0
71.84007692,1.377487179,10.975,0
74.76323077,1.396948718,14.3216,0
71.94287179,1.338846154,12.8194,0
70.12251282,1.313,13.7918,0
70.68623077,1.327461538,14.0002,0
70.32741026,1.285666667,13.2246,0
70.01979487,1.250820513,12.0306,0
71.44142105,1.236289474,11.26,0
68.99431579,1.221157895,10.5094,0
65.62613158,1.202421053,9.561,0
68.17855263,1.182210526,9.0656,0
72.80965789,1.164973684,8.5234,0
69.07321053,1.150447368,8.0648,0
66.86278947,1.134815789,7.556,0
67.07334211,1.121526316,7.1232,0
68.75752632,1.109578947,6.7834,0
70.28371053,1.097842105,6.4634,0
71.41521053,1.087447368,6.1994,0
72.46773684,1.077631579,5.9548,0
71.65192105,1.068710526,5.791,0
69.94163158,1.0595,5.708,0
69.62568421,1.050815789,5.5512,0
71.80976316,1.043157895,5.4148,0
67.70484211,1.035526316,5.2946,0
68.38905263,1.028210526,5.1774,0
71.33613158,1.022,5.0794,0
69.5995,1.016447368,5.033,0
66.91536842,1.010447368,4.9866,0
69.07772222,1.007111111,4.9238,0
66.57788889,1.002388889,4.8802,0
66.49461111,0.99825,4.8788,0
63.32825,0.993611111,4.853,0
63.91144444,0.989416667,4.813,0
66.21683333,0.984416667,4.783,0
68.72410811,0.979513514,4.7612,0
71.41528947,0.983,5.9996,0
70.38894737,1.150657895,16.1794,0
68.17865789,1.240368421,23.3586,0.131578947
68.96813158,1.269473684,19.7182,0.131578947
98.91534211,1.491763158,27.697,0.131578947
71.23097368,1.578605263,24.0508,0.131578947
72.85913514,1.497837838,27.4896,0.135135135
68.59968421,1.417342105,21.8644,0.131578947
68.31039474,1.391368421,21.0924,0.131578947
70.25728947,1.299657895,20.5814,0.131578947
93.80928947,1.390894737,23.0964,0.131578947
79.07321053,1.303315789,21.6216,0.131578947
71.09934211,1.253263158,19.879,0.131578947
70.02047368,1.186710526,18.992,0.078947368
75.07307895,1.195078947,18.9676,0.131578947
69.19933333,1.165461538,18.4914,0
72.36885,1.402375,25.246,0.125
80.23707317,1.306317073,23.381,0.12195122
81.9695814,1.244023256,22.1948,0.11627907
80.94540476,1.374928571,20.5292,0.119047619
79.28592683,1.501170732,20.0038,0.12195122
70.25053846,1.531846154,18.782,0.128205128
70.83623684,1.567710526,18.4246,0.131578947
70.07321053,1.573210526,18.0228,0.131578947
77.38894737,1.562789474,19.8352,0.131578947
71.96838462,1.493666667,19.2472,0.128205128
71.12217949,1.507153846,21.798,0.128205128
72.68615385,1.451692308,20.6892,0.128205128
73.1689,1.554375,23.7808,0.125
78.58323077,1.427435897,20.891,0.128205128
77.96797436,1.386051282,19.8692,0.128205128
71.32741026,1.503179487,20.5572,0.128205128
68.60966667,1.446538462,18.9504,0.128205128
71.55815385,1.450205128,20.6458,0.128205128
74.55766667,1.47674359,21.5486,0.128205128
69.0195641,1.530051282,21.3812,0.128205128
79.68564103,1.523358974,19.626,0.128205128
80.243375,1.6878,22.4344,0.125
106.5063077,1.76625641,22.1004,0.435897436
72.96830769,2.110871795,22.0412,1
74.96828205,2.271538462,20.674,1
74.17348718,2.382820513,21.0842,1
70.50692308,2.155692308,19.5556,1
71.84007692,2.021435897,20.492,1
74.50666667,1.899076923,20.063,1
76.917,1.809076923,20.0576,0.820512821
69.27623077,1.707666667,19.3872,0.205128205
71.19917949,1.83374359,23.0162,0.128205128
77.48046154,1.83274359,21.8886,0.179487179
76.32702564,1.812461538,20.759,0.794871795
71.32723077,1.912846154,19.9762,1
72.48120513,2.138897436,19.9176,1
73.45558974,2.492897436,20.094,1
73.07084615,3.713512821,20.4002,1
72.25035897,4.827820513,19.736,1
72.71207692,4.901820513,21.605,1
70.91725641,4.721846154,21.4274,1
72.55833333,3.972179487,21.6722,1
73.84023077,3.301153846,21.2604,1
72.66089744,2.831461538,22.0326,1
70.94289744,2.476974359,20.8932,1
71.302,2.222179487,19.9148,1
70.66079487,2.061230769,19.4288,1
68.36265789,2.024026316,19.1298,1
67.67873684,2.118342105,23.3218,1
66.67865789,2.095473684,20.7314,1
70.86260526,1.955815789,20.6114,1
72.78339474,1.971868421,22.5314,1
67.94171053,1.810973684,20.5652,0.763157895
69.38889474,1.736052632,20.1586,0.157894737
77.67834211,1.666052632,19.2506,0.131578947
68.52071053,1.616894737,18.5308,0.052631579
68.44165789,1.570552632,18.4574,0
68.86273684,1.538842105,19.1106,0
70.59928947,1.520526316,20.1878,0
71.96768421,1.485657895,20.1804,0
92.65846154,1.444076923,20.5232,0
75.8434,1.429325,21.0778,0
78.28597561,1.433219512,20.5528,0
78.892775,2.109475,26.4884,0.75
79.42938462,2.371615385,24.369,1
76.94102632,2.291,23.2714,1
74.30994737,2.152236842,22.5654,1
70.81,1.999447368,21.8908,1
71.04694737,1.896526316,23.1696,1
95.23071053,1.877921053,25.7204,1
75.22430769,1.836512821,24.4706,0.435897436
77.01923077,1.808025641,22.1368,0.128205128
74.53225641,1.762589744,23.7122,0.128205128
73.37835897,1.691153846,22.1916,0.128205128
71.27610256,1.684615385,21.2744,0.128205128
68.02068421,1.671,20.5634,0.131578947
69.86260526,1.660526316,19.7606,0.184210526
76.84012821,2.197128205,19.2134,0.717948718
72.91717949,2.502128205,18.8984,0.871794872
71.14794872,2.898974359,18.308,0.871794872
72.32738462,3.429615385,17.8666,0.871794872
71.45564103,3.347923077,17.8448,0.871794872
68.04718421,3.057473684,17.7814,0.868421053
78.46718421,2.921,25.6272,1
69.4415,2.536368421,22.5988,1
75.83560526,2.292605263,22.04,1
72.78871795,2.096538462,21.5684,0.871794872
73.89125641,1.984,22.223,0.897435897
76.73710256,1.968102564,21.0098,0.897435897
78.86530769,2.098820513,23.4178,1
70.89146154,2.255205128,21.5952,1
72.23102632,2.366631579,21.8618,1
63.15184211,2.4265,25.9008,1
78.33557895,2.304,22.3736,1
83.30921053,2.134157895,21.1086,1
83.88744737,1.997263158,20.2944,0.868421053
81.25628947,1.894763158,20.059,0.868421053
96.72826316,1.809105263,19.4986,0.868421053
100.8371538,1.740102564,18.912,0.871794872
73.71174359,1.691974359,18.7172,0.794871795
76.40826829,1.654121951,18.3686,0.317073171
80.92002439,2.337682927,19.3228,0.780487805
81.55395122,3.876195122,27.965,1
76.33492683,4.225829268,23.2374,1
74.0937,3.973825,21.7688,0.875
70.22487179,3.659410256,21.2212,0.871794872
75.81428205,3.197666667,21.3052,0.871794872
73.89117949,2.832692308,22.2008,0.871794872
76.14746154,2.587358974,26.0156,1
85.283,2.479631579,28.4058,1
75.42976923,2.379717949,29.3774,1
83.993,2.313820513,27.286,1
108.7629231,2.19925641,27.7244,1
77.86515385,2.091487179,24.1462,1
77.25676316,2.017342105,22.486,1
79.3265641,2.057717949,23.327,1
69.81466667,2.079025641,24.097,1
73.25030769,1.996974359,22.6198,1
71.09669231,1.938153846,22.0716,1
68.78894872,1.895358974,22.1674,1
73.99382051,1.877641026,21.8212,0.871794872
66.83979487,1.887538462,24.198,1
73.14805128,1.801666667,22.0702,1
74.35269231,1.790897436,23.5062,1
80.73671795,1.796564103,22.2936,1
81.50592308,1.982230769,25.7004,1
71.71166667,1.889205128,23.5516,1
73.14782051,1.839871795,22.1146,1
75.35282051,1.898641026,24.726,1
72.99387179,2.654384615,22.1974,1
70.09671795,2.911769231,22.9278,1
75.17320513,3.614794872,21.1948,0.871794872
82.506,4.432512821,20.3996,0.871794872
76.32697436,4.155230769,19.6946,0.871794872
90.63487179,3.830230769,19.2086,0.871794872
72.86541026,3.822282051,21.8592,0.871794872
68.81885,3.636275,20.252,0.875
92.187,3.436170732,21.5536,0.87804878
102.716075,3.7944,22.0576,0.875
76.53002439,4.818902439,24.5726,0.975609756
76.01809756,5.335195122,24.3062,0.87804878
77.62739024,5.697195122,27.3002,0.87804878
78.43253659,5.283439024,26.8474,0.902439024
75.59375,4.7849,24.6314,0.875
74.32728205,4.337102564,27.8154,1
77.22430769,3.783358974,25.2122,1
68.404,3.446102564,25.544,1
75.07058974,3.136974359,26.164,1
74.14761538,2.822333333,23.9114,1
76.12528947,2.640105263,24.6126,1
72.78342105,2.452973684,22.6614,1
74.15171053,2.311157895,21.7558,0.921052632
77.38823684,2.1955,20.911,0.868421053
72.36234211,2.101078947,20.113,0.868421053
71.46776316,2.020973684,19.4318,0.868421053
67.36294737,1.945315789,18.8778,0.868421053
70.36247368,1.883526316,18.393,0.868421053
71.7045,1.834315789,18.6992,0.868421053
72.94115789,1.785631579,17.9948,0.868421053
69.70465789,1.744184211,18.283,0.868421053
71.86252632,1.704184211,17.6942,0.868421053
70.70463158,1.667447368,17.4038,0.868421053
74.2244359,1.632769231,16.896,0.641025641
73.01948718,1.603051282,16.4054,0.025641026
74.25017949,1.575897436,15.9582,0
78.57218421,1.557868421,17.566,0
78.51965789,1.533684211,17.1968,0
62.62592105,1.511868421,16.768,0
79.94060526,1.492105263,16.2818,0
78.62492105,1.472078947,15.8576,0
76.73042105,1.4525,15.4084,0
68.52055263,1.434842105,14.9754,0
73.73073684,1.419631579,15.0458,0
71.17828947,1.405289474,14.755,0
69.09957895,1.390789474,14.9476,0
69.36268421,1.376263158,14.5304,0
68.81010526,1.364,17.3886,0
69.53264103,1.348692308,16.4106,0
72.12223077,1.335205128,16.0058,0
73.12210256,1.323051282,15.4464,0
74.89105128,1.311923077,14.9338,0
75.04492308,1.301153846,14.4566,0
69.09687179,1.289794872,14.5304,0
68.94171053,1.285026316,16.6454,0
69.94184615,1.266692308,,0.128205128
73.7427,1.241875,,0.125
80.27238889,1.26355814,3.179266667,0
137,1.231261905,2.814595238,0
113,1.197666667,2.878214286,0
88,1.193904762,2.896190476,0
89.6,1.166857143,2.854047619,0
85,1.199878049,3.049682927,0
102.2,1.295609756,3.461463415,0
124.6,1.226902439,3.34795122,0
82.6,1.273325,3.746475,0
79.6,1.243375,3.665975,0
86.2,1.2332,3.629075,0
90,1.21302439,3.457317073,0
90.2,1.191658537,3.361365854,0
75.2,1.169761905,3.334428571,0
88.4,1.148857143,3.190761905,0
90.8,1.1465,3.254666667,0
72.2,1.170560976,3.321292683,0
84.6,1.163658537,3.132804878,0
83,1.164073171,3.088,0
84.6,1.174463415,3.036634146,0
83,1.176292683,2.957585366,0
88.6,1.181,2.993125,0
79.2,1.177275,2.903875,0
92.8,1.15085,2.7297,0
79.2,1.126975,2.591175,0
86,1.105475,2.509975,0
80.4,1.087275,2.4655,0
91.4,1.0713,2.414325,0
80.2,1.057925,2.39115,0
86.6,1.0471,2.364975,0
85.4,1.038307692,2.331307692,0
86.2,1.029846154,2.293076923,0
84.4,1.022461538,2.275435897,0
80.8,1.01525,2.262075,0
81.4,1.00985,2.261975,0
76.4,1.004325,2.252975,0
91.2,0.998875,2.22395,0
98.2,1.15565,3.24835,0
78.8,1.275575,4.79875,0.125
66.2,1.2736,4.194925,0.125
372,1.4682,5.0127,0.125
96.6,1.56975,4.62825,0.125
108.6,1.498525,4.797775,0.125
104,1.361525,4.2271,0.125
92.4,1.3635,4.091075,0.125
115.6,1.4154,4.37385,0.125
119,1.424875,4.462875,0.125
104.6,1.322780488,4.172560976,0.12195122
103.6,1.201902439,3.869097561,0.12195122
274.4,1.2153,3.953075,0.125
88.2,1.190875,3.8425,0.025
91.8,1.301897436,4.386410256,0.102564103
108.8,1.397473684,4.706236842,0.131578947
82.8,1.417526316,4.617684211,0.131578947
95.8,1.357578947,4.290684211,0.131578947
84,1.339,4.176631579,0.131578947
87.6,1.333526316,4.133263158,0.131578947
87.6,1.256864865,3.935891892,0.135135135
96.4,1.224945946,3.942,0.135135135
92,1.208216216,3.844351351,0.135135135
168.2,1.24375,4.124805556,0.138888889
79.8,1.214833333,4.025277778,0.138888889
98.8,1.278864865,4.173945946,0.135135135
88.2,1.300540541,4.365918919,0.135135135
165,1.336421053,4.390105263,0.131578947
105.8,1.289365854,4.02295122,0.12195122
91.4,1.202634146,3.820073171,0.12195122
86.4,1.255642857,4.076595238,0.119047619
80.8,1.269545455,4.280409091,0.113636364
83,1.6095,5.391636364,0.636363636
88.2,1.599186047,5.585488372,0.418604651
92.8,1.868261905,6.179404762,0.857142857
106.4,2.013878049,6.517731707,1
93.4,1.974365854,6.432268293,1
88,1.849829268,5.952609756,1
111.6,1.723414634,5.482073171,1
92.6,1.87495122,6.153512195,1
86.2,1.911195122,6.06004878,1
58.4,1.792292683,5.508731707,1
93.4,1.694317073,5.130926829,1
147.4,1.666268293,5.076146341,0.731707317
89.6,1.692926829,5.393926829,0.12195122
154.6,1.664170732,5.146512195,0.12195122
92.4,1.544575,4.85405,0.125
86.6,1.477325,4.683475,0.125
90.4,1.450073171,4.517,0.12195122
80.8,1.439365854,4.432439024,0.12195122
91.8,1.470756098,4.445585366,0.12195122
86.4,1.385317073,4.320073171,0.12195122
93,1.410634146,4.516317073,0.12195122
84.8,1.46602439,4.57104878,0.12195122
102.6,1.526243902,4.665902439,0.12195122
106.8,1.494512195,4.518878049,0.12195122
103.2,1.410731707,4.577682927,0.12195122
95.6,1.364785714,4.490952381,0.119047619
95.2,1.3625,4.625738095,0.119047619
82.6,1.359317073,4.772317073,0.12195122
91.4,1.336,4.676658537,0.12195122
76.4,1.513878049,5.242512195,0.12195122
86.6,1.565658537,5.670463415,0.170731707
90.8,1.643571429,5.877595238,0.166666667
97.4,1.55197619,5.873428571,0.142857143
155.8,1.684837209,6.376581395,0.790697674
91.2,2.197761905,7.059190476,1
81.8,2.259952381,6.592880952,0.880952381
92,2.132833333,6.128904762,0.880952381
112.6,1.93197561,5.785658537,0.87804878
100,1.798853659,5.567073171,0.87804878
84.8,1.674487805,5.241780488,0.87804878
85.4,1.588071429,5.06047619,0.880952381
84.6,1.5705,5.38197619,0.880952381
92.6,1.734255814,6.027581395,1
101.8,1.913418605,6.71427907,1
112.4,1.875880952,6.717214286,1
90.2,1.818071429,6.286190476,1
83.8,1.843731707,6.614560976,1
115.2,2.567097561,8.049219512,1
97,2.397463415,7.335146341,1
38.2,2.237902439,6.987707317,1
81.8,2.000926829,6.487146341,1
82.8,1.856756098,5.961804878,1
78.2,1.744625,5.6194,1
83.2,1.647875,5.266475,0.95
144.4,1.573725,5.030325,0.875
90,1.517634146,4.852073171,0.390243902
80.4,1.481414634,4.95695122,0
87.8,1.449317073,5.041585366,0
111.8,1.7757,6.525025,0.6
91.6,1.871,7.42865,0.875
74,1.9095,7.55405,1
99.4,1.769175,6.557075,1
83,1.666725,5.820175,0.875
109.6,1.5969,5.445175,0.875
91.6,1.581075,5.27575,0.8
93.6,1.5594,5.407675,0.175
84.2,1.542275,5.14835,0.125
90.8,1.5621,5.291375,0.125
11.8,1.6149,5.92135,0.125
91,1.536175,5.564275,0.125
131.2,1.48305,5.619475,0.125
86,1.451365854,5.73804878,0
86.4,1.420780488,5.581878049,0
82.4,1.423487805,5.855512195,0
159.2,1.611146341,7.004804878,0.609756098
105,2.543390244,8.325414634,0.87804878
93.8,2.606487805,8.271902439,0.87804878
99.6,2.706317073,8.19704878,0.87804878
87.2,2.454097561,7.300146341,1
92.8,2.152121951,6.438121951,0.926829268
83,1.968146341,6.009341463,0.87804878
91.4,1.915243902,6.034634146,0.87804878
80.8,1.994121951,6.441073171,0.87804878
100.2,1.919619048,6.514404762,1
186,2.055595238,7.515857143,1
99.4,2.210809524,8.281,1
88.4,2.228214286,8.237738095,1
92.8,2.136780488,7.801195122,1
169.4,2.19404878,8.522487805,1
97.2,3.381756098,10.08153659,1
79.2,3.098512195,8.597170732,1
84.8,2.67097561,7.771121951,1
89.4,3.107341463,8.515195122,1
78.2,2.896902439,7.428756098,1
99.8,2.528317073,6.746853659,0.87804878
47.2,2.371097561,6.916829268,1
87,2.224926829,6.863121951,1
89.6,2.066075,6.2286,1
195,2.059146341,6.839536585,1
91.4,1.931439024,6.048780488,1
81.8,1.831414634,5.775195122,1
82.6,1.761560976,5.626756098,1
83.6,1.722487805,5.606195122,1
92.8,1.68655,5.75445,1
92.2,1.63055,5.348825,0.875
103.2,1.593125,5.200175,0.875
154.4,1.5526,5.044175,0.875
221.6,1.51815,4.9286,0.675
67.6,1.518075,5.292925,0.05
46.8,1.4947,5.065475,0
88,1.464707317,5.155170732,0
102.8,1.448073171,5.193390244,0
93.6,1.630829268,6.025292683,0.682926829
98.8,1.65402439,6.063170732,0.87804878
99.6,1.635219512,7.172390244,0.87804878
111.4,2.035609756,8.618439024,0.926829268
114.4,2.667341463,8.870926829,0.87804878
96,2.571142857,8.431452381,1
65.2,2.298487805,7.384853659,1
98.8,2.14704878,6.910780488,1
87.6,2.023292683,6.646609756,1
89.6,1.914829268,6.411341463,1
88.4,1.870125,6.53185,1
96.2,2.065825,7.01515,1
88.6,1.972,6.209775,0.875
86.8,1.86085,5.7544,0.875
96.2,1.778625,5.47615,0.875
98.4,1.71295,5.27645,0.875
83.8,1.656146341,5.104609756,0.87804878
75.8,1.614878049,5.147536585,0.87804878
82.4,1.576609756,5.240268293,0.87804878
90,1.542317073,5.182487805,0.87804878
78.8,1.545146341,5.476682927,0.87804878
79.6,1.53195,5.350775,0.875
83,1.49795,5.074825,0.875
84.8,1.499820513,5.429461538,0.871794872
82,1.613375,6.02325,0.875
93.6,1.61574359,5.890179487,0.871794872
40,1.793675,6.606825,0.875
91,1.953780488,6.453634146,0.87804878
95.2,2.085512195,6.613829268,0.87804878
85.2,2.556487805,7.219414634,0.87804878
79.2,2.488731707,6.854536585,0.87804878
86,2.186365854,6.11502439,0.87804878
86.2,2.057756098,6.302804878,0.87804878
86.6,1.99495122,6.527292683,0.87804878
80.2,2.044463415,7.690268293,0.87804878
81.6,2.07295122,7.561195122,0.87804878
83.8,1.961463415,6.960121951,0.87804878
76.6,1.857121951,6.339585366,0.87804878
82.2,1.887756098,6.199243902,0.87804878
80.2,1.853575,5.77115,0.875
107.2,1.768625,5.591375,0.875
79.6,1.702560976,5.465268293,0.87804878
68.5934,1.652928571,4.065648649,1
73.7928,2.050547619,5.428783784,1
86.7914,2.064571429,5.919135135,1
70.1932,1.970071429,6.263081081,0.880952381
66.1936,1.957682927,6.244888889,0.87804878
66.5934,1.956414634,6.452888889,0.87804878
66.7936,2.035487805,6.383305556,0.87804878
65.1936,2.369585366,6.967472222,0.87804878
70.3928,2.5894,5.899514286,0.875
70.1932,2.192875,4.853828571,0.875
68.1932,1.994,4.334361111,0.87804878
71.593,1.85604878,3.993833333,0.87804878
64.3936,1.750725,3.722428571,0.875
66.1936,1.668358974,3.530088235,0.871794872
66.9932,1.599179487,3.358705882,0.871794872
74.3926,1.543820513,3.228970588,0.871794872
67.1934,1.50125641,3.118705882,0.871794872
67.5932,1.466,3.031588235,0.871794872
63.5938,1.434925,2.947114286,0.875
63.1938,1.40635,2.882257143,0.875
67.7934,1.38015,2.816057143,0.875
64.5936,1.35795,2.768285714,0.875
68.993,1.3368,2.735971429,0.875
56.7942,1.317225,2.708657143,0.5
66.9934,1.298725,2.666571429,0
68.9932,1.282175,2.644942857,0
64.9934,1.265875,2.6436,0
70.193,1.250225,2.605428571,0
70.193,1.234897436,2.555352941,0
62.7938,1.222076923,2.521647059,0
74.9924,1.21,2.497088235,0
61.7938,1.199179487,2.483676471,0
68.7932,1.188794872,2.458705882,0
58.7944,1.178769231,2.444,0
61.7938,1.169564103,2.418323529,0
68.3932,1.160666667,2.394941176,0
66.9932,1.152538462,2.378647059,0
71.1928,1.150875,2.398057143,0
65.1936,1.158153846,2.403294118,0
58.5942,1.151948718,2.429235294,0
66.1934,1.142717949,2.421088235,0
67.5934,1.133666667,2.390882353,0
64.1936,1.126435897,2.364323529,0
67.793,1.120461538,2.381352941,0
63.5938,1.114,2.374735294,0
59.1942,1.107358974,2.348794118,0
95.1902,1.101358974,2.321235294,0
65.5936,1.096076923,2.300441176,0
64.9936,1.09165,2.2932,0
74.3928,1.08615,2.272485714,0
71.793,1.0817,2.269685714,0
63.7938,1.077560976,2.267722222,0
58.26666667,5.626,4.798619048,0.238095238
69.86842105,16.48607895,8.277631579,0.657894737
